satisfaction_level,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,left
68,5,200,1,0,low,1
96,3,198,0,0,low,1
85,6,200,0,0,low,1
82,4,150,0,0,low,1
44,2,188,0,0,low,1
86,4,155,0,0,low,1
56,3,109,0,0,low,0
69,3,170,0,0,high,0
91,5,200,0,0,low,1
99,3,200,0,0,high,0
76,5,137,0,0,high,0
63,5,200,0,0,low,1
21,4,200,1,0,low,1
63,2,200,0,0,high,0
58,2,100,0,0,low,1
52,4,200,0,0,medium,1
89,3,184,0,0,high,0
81,4,177,0,0,medium,0
62,3,138,0,0,medium,0
83,4,167,1,0,medium,0
85,3,200,0,0,medium,1
52,5,162,0,0,high,0
57,5,126,0,0,medium,0
93,4,145,0,0,medium,0
78,3,200,0,0,medium,1
65,3,167,0,0,high,0
42,5,200,0,0,medium,1
22,6,200,0,0,high,0
71,5,135,1,0,low,1
44,5,200,0,0,medium,1
60,4,190,0,0,medium,0
68,3,134,0,0,medium,0
53,2,148,1,0,medium,0
80,4,200,0,0,low,1
97,4,176,0,0,low,1
47,2,200,0,0,low,1
96,3,156,0,0,low,0
81,6,98,0,0,low,1
86,4,134,0,0,low,1
59,4,200,1,0,low,1
53,3,189,0,0,low,1
57,3,200,0,0,low,1
70,4,200,0,0,low,1
58,4,200,0,0,high,0
43,5,125,1,0,low,1
92,4,200,0,0,low,1
24,5,194,0,0,low,1
67,3,200,0,0,low,1
68,3,200,0,0,high,0
54,3,181,0,0,low,1
73,3,172,1,0,low,1
59,4,139,0,0,low,1
22,6,200,0,0,high,0
49,3,168,1,0,low,0
91,6,200,1,0,medium,1
18,4,200,0,0,high,0
71,5,107,0,0,medium,0
56,5,200,0,0,high,0
84,4,152,0,0,medium,0
59,5,122,0,0,medium,0
88,4,138,0,0,medium,0
80,3,182,0,0,medium,0
53,3,200,0,0,medium,1
53,3,200,0,0,medium,1
30,3,150,0,0,medium,1
91,4,134,0,0,medium,0
32,5,116,1,0,high,0
73,3,181,0,0,low,1
87,3,200,0,0,medium,1
57,3,129,0,0,medium,0
62,3,151,0,0,medium,0
55,3,200,0,0,medium,1
93,5,143,0,0,medium,0
30,6,156,1,0,medium,1
57,3,200,0,0,medium,1
90,4,200,0,0,medium,1
83,4,200,1,0,medium,1
38,5,160,0,0,high,0
97,4,173,0,0,low,1
70,4,200,0,0,low,1
26,4,178,0,0,low,1
58,3,122,0,0,high,0
69,5,200,0,0,low,1
88,2,168,0,0,low,0
57,4,200,0,0,low,1
94,5,170,0,0,high,0
94,3,135,0,0,low,0
46,5,200,0,0,low,1
49,2,200,1,0,low,1
96,5,148,0,0,low,1
29,5,117,0,0,low,1
94,3,164,0,0,low,0
56,3,200,1,0,low,1
18,5,200,1,0,medium,1
84,4,200,0,0,medium,1
58,3,192,0,0,medium,0
21,5,151,0,0,medium,1
59,4,200,0,0,medium,1
66,3,200,0,0,medium,1
58,4,200,0,0,medium,1
66,4,194,0,0,medium,0
56,3,200,0,0,medium,1
92,3,194,0,0,medium,0
56,3,176,0,0,medium,0
57,4,158,0,0,medium,0
99,3,200,0,0,high,0
76,4,187,0,0,low,1
78,4,200,0,0,medium,1
99,5,200,0,0,medium,1
71,6,200,1,0,medium,1
51,4,200,1,0,medium,1
88,3,200,0,0,low,1
96,3,200,0,0,low,1
90,4,200,0,0,low,1
77,4,142,0,0,low,1
95,4,186,1,0,low,1
85,3,200,1,0,low,1
46,2,108,0,0,low,1
57,3,200,0,0,low,1
93,3,148,0,0,low,0
78,5,168,0,0,low,1
68,4,185,1,0,low,1
83,3,200,0,0,low,1
56,5,200,1,0,low,1
93,2,188,0,0,low,1
13,6,173,0,0,low,1
71,5,200,1,0,low,1
98,4,200,0,0,low,1
83,3,134,0,0,low,0
78,3,154,0,0,low,0
35,3,103,0,0,low,1
67,4,200,0,0,low,1
86,4,200,0,0,medium,1
33,2,163,0,0,medium,1
30,6,200,0,0,medium,1
75,4,200,0,0,medium,1
80,3,200,0,0,medium,1
98,5,200,0,0,medium,1
72,3,155,0,0,medium,0
82,5,200,0,0,medium,1
91,3,134,1,0,medium,0
84,3,200,1,0,medium,1
95,4,200,0,0,medium,1
53,6,200,0,0,medium,1
50,4,184,0,0,high,0
36,6,200,0,0,low,1
33,4,186,0,0,medium,1
38,3,189,0,0,medium,1
70,3,200,0,0,medium,1
44,6,200,0,0,medium,1
32,3,144,0,0,low,1
63,6,171,1,0,low,1
56,3,200,0,0,low,1
56,4,193,1,0,low,1
81,3,166,0,0,low,0
89,3,167,0,0,low,0
63,2,101,0,0,low,1
64,5,200,0,0,low,1
46,3,135,0,0,low,0
76,4,137,0,0,low,1
99,3,191,0,0,low,1
85,4,200,0,0,low,1
78,3,174,0,0,low,1
91,4,200,0,0,low,1
16,5,144,1,0,low,1
71,3,200,0,0,low,1
92,5,200,0,0,low,1
21,6,200,1,0,low,1
74,3,200,0,0,low,1
76,3,140,0,0,low,0
62,3,189,0,0,low,1
100,5,200,0,0,medium,1
67,5,157,0,0,medium,0
81,4,161,0,0,medium,0
84,4,149,0,0,medium,0
84,3,144,0,0,medium,0
97,4,200,0,0,medium,1
70,6,200,0,0,medium,1
52,4,174,0,0,medium,0
46,5,169,0,0,medium,0
100,4,200,0,0,medium,1
91,3,200,0,0,medium,1
16,4,187,0,0,medium,1
58,5,200,0,0,high,0
75,5,173,0,0,low,1
96,6,193,0,0,medium,1
92,4,200,0,0,medium,1
35,3,156,0,0,medium,1
56,3,200,0,0,medium,1
27,3,200,0,0,low,1
66,5,152,1,0,low,1
66,4,163,1,0,low,1
98,3,150,0,0,low,0
51,4,169,0,0,low,1
51,3,133,0,0,low,0
53,4,200,1,0,low,1
69,4,169,0,0,low,1
66,4,200,1,0,low,1
89,3,200,1,0,low,1
74,3,200,0,0,low,1
82,4,200,0,0,low,1
66,3,200,0,0,low,1
59,3,200,0,0,low,1
13,2,200,0,0,low,1
68,4,200,0,0,low,1
50,3,183,0,0,low,1
60,3,143,0,0,low,0
87,3,174,0,0,low,1
51,6,170,0,0,low,1
78,3,200,0,0,low,1
66,4,160,0,0,medium,0
72,5,200,0,0,medium,1
57,3,200,1,0,medium,1
50,4,200,0,0,medium,1
72,4,200,1,0,medium,1
41,3,155,1,0,medium,0
55,5,138,0,0,medium,0
49,4,195,1,0,medium,0
80,3,150,0,0,medium,0
78,3,172,0,0,medium,0
69,3,200,0,0,medium,1
83,3,200,0,0,medium,1
89,3,169,0,0,high,0
94,3,200,0,0,low,1
51,4,200,1,0,medium,1
89,4,101,0,0,medium,0
99,3,190,0,0,medium,0
79,3,154,0,0,medium,0
98,4,196,0,0,low,1
98,3,200,0,0,low,1
97,4,200,0,0,low,1
71,4,200,0,0,low,1
49,4,141,0,0,low,1
72,3,135,0,0,low,0
58,2,191,1,0,low,1
65,4,195,0,0,low,1
18,5,200,0,0,low,1
83,4,184,0,0,low,1
20,5,188,0,0,low,1
96,6,200,0,0,low,1
59,4,200,0,0,low,1
97,3,196,0,0,low,1
14,6,200,0,0,low,1
75,4,150,0,0,low,1
71,3,200,0,0,low,1
84,4,200,0,0,low,1
57,5,200,0,0,medium,1
46,5,200,0,0,medium,1
77,4,200,0,0,medium,1
44,2,151,0,0,medium,0
68,4,147,0,0,medium,0
94,4,159,0,0,medium,0
73,4,200,1,0,medium,1
51,5,176,0,0,medium,0
93,4,200,0,0,medium,1
74,4,200,0,0,medium,1
82,3,200,0,0,medium,1
86,4,182,0,0,medium,0
99,4,196,1,0,high,0
58,4,200,0,0,low,1
96,5,182,0,0,medium,0
72,4,192,0,0,medium,0
23,4,142,0,0,medium,1
99,4,172,0,0,medium,0
95,4,188,0,0,low,1
75,5,200,1,0,low,1
95,4,200,0,0,low,1
97,3,200,0,0,low,1
98,2,200,0,0,low,1
79,3,195,0,0,low,1
54,2,156,0,0,low,1
51,5,200,0,0,low,1
83,4,200,1,0,low,1
60,3,147,0,0,low,0
58,4,200,0,0,low,1
55,3,185,0,0,low,1
50,5,195,0,0,low,1
46,6,148,0,0,low,1
61,3,157,0,0,low,0
91,4,146,0,0,low,1
50,3,200,0,0,low,1
75,3,169,0,0,low,0
74,3,192,1,0,low,1
62,4,147,0,0,low,1
87,5,200,1,0,low,1
13,3,200,0,0,medium,1
71,2,100,0,0,medium,0
70,3,173,0,0,medium,0
32,2,197,1,0,medium,1
84,3,200,0,0,medium,1
79,4,200,0,0,medium,1
97,4,152,0,0,medium,0
76,5,136,0,0,medium,0
97,3,141,0,0,medium,0
53,5,200,1,0,medium,1
61,4,144,0,0,medium,0
94,2,118,0,0,medium,0
52,5,200,1,0,high,0
91,3,143,0,0,low,0
52,3,200,0,0,medium,1
59,5,200,0,0,medium,1
61,3,152,1,0,medium,0
78,3,200,0,0,medium,1
44,3,113,0,0,low,0
80,4,200,0,0,low,1
54,4,139,0,0,low,1
96,4,200,1,0,low,1
98,4,200,0,0,low,1
83,4,200,0,0,low,1
64,4,146,0,0,low,1
51,3,155,0,0,low,0
31,2,169,0,0,low,1
53,3,200,0,0,low,1
81,3,200,0,0,low,1
17,3,168,0,0,low,1
72,3,200,0,0,low,1
49,2,200,0,0,low,1
81,3,200,0,0,low,1
75,2,161,0,0,low,0
74,3,200,0,0,low,1
82,3,183,0,0,low,1
36,2,105,0,0,low,1
89,3,200,0,0,low,1
78,3,183,0,0,low,1
81,4,200,0,0,medium,1
61,4,200,0,0,medium,1
23,4,200,0,0,medium,1
73,4,146,0,0,medium,0
40,4,200,0,0,medium,1
99,5,200,0,0,medium,1
62,4,170,0,0,medium,0
61,3,200,0,0,medium,1
90,2,200,0,0,medium,1
93,4,135,1,0,medium,0
52,4,200,0,0,medium,1
77,4,200,0,0,medium,1
59,4,200,0,0,high,0
51,4,187,0,0,low,1
67,3,200,0,0,medium,1
95,3,155,1,0,medium,0
75,3,200,0,0,medium,1
54,3,152,0,0,medium,0
45,2,172,0,0,low,1
66,4,200,0,0,low,1
36,3,98,0,0,low,1
30,6,141,0,0,low,1
61,4,146,1,0,low,1
71,4,200,0,0,low,1
60,4,160,0,0,low,1
19,3,200,0,0,low,1
91,4,125,0,0,medium,0
98,3,152,0,0,medium,0
90,3,162,0,0,medium,0
73,3,200,0,0,medium,1
52,3,200,0,0,medium,1
77,3,200,1,0,medium,1
98,3,200,0,0,medium,1
79,4,200,1,0,medium,1
73,3,135,0,0,medium,0
97,3,200,0,0,medium,1
38,5,145,0,0,medium,1
59,5,200,0,0,medium,1
73,4,200,0,0,medium,1
84,4,200,0,0,medium,1
61,4,200,0,0,medium,1
79,2,200,0,0,medium,1
73,4,200,1,0,medium,1
22,4,200,0,0,medium,1
84,5,171,0,0,medium,0
21,6,200,0,0,medium,1
44,2,173,0,0,medium,0
20,5,200,0,0,medium,1
51,4,200,1,0,medium,1
55,3,169,0,0,medium,0
24,6,109,0,0,medium,1
65,4,200,0,0,high,0
44,3,178,0,0,high,0
98,4,189,0,0,high,0
69,5,200,1,0,high,0
71,3,177,0,0,high,0
54,5,200,1,0,high,0
77,3,200,0,0,high,0
53,2,139,0,0,high,0
64,3,185,1,0,high,0
69,5,182,0,0,high,0
93,5,200,0,0,high,0
58,3,139,0,0,high,0
33,5,200,1,0,low,1
95,3,200,0,0,low,1
65,3,200,0,0,low,1
90,3,200,0,0,low,1
59,3,200,1,0,low,1
88,4,200,0,0,low,1
63,4,200,0,0,low,1
53,4,198,0,0,low,1
63,4,178,0,0,low,1
96,4,158,0,0,low,1
70,3,194,0,0,low,1
73,4,200,1,0,low,1
94,4,200,0,0,low,1
82,5,200,0,0,low,1
44,3,162,0,0,low,0
58,5,200,0,0,medium,1
55,2,140,0,0,medium,0
92,3,164,0,0,medium,0
91,4,177,0,0,medium,0
69,4,200,0,0,medium,1
23,4,200,0,0,medium,1
21,4,200,0,0,medium,1
51,4,140,0,0,medium,0
73,3,200,1,0,medium,1
65,3,200,0,0,medium,1
64,2,157,0,0,medium,0
77,3,200,0,0,medium,1
71,4,200,0,0,high,0
20,6,200,0,0,high,0
99,4,200,0,0,high,0
77,4,200,0,0,high,0
80,2,200,0,0,high,0
97,4,200,0,0,high,0
89,4,200,0,0,high,0
97,4,200,0,0,high,0
23,5,176,1,0,low,1
60,4,144,0,0,low,1
52,5,200,0,0,low,1
86,3,200,0,0,low,1
86,4,184,0,0,low,1
76,3,200,0,0,low,1
79,6,200,0,0,low,1
35,3,155,0,0,low,1
100,5,141,0,0,medium,0
20,6,200,0,0,medium,1
57,5,141,0,0,medium,0
23,4,200,1,0,medium,1
82,3,160,0,0,medium,0
98,3,166,0,0,medium,0
52,4,200,0,0,medium,1
96,4,158,0,0,medium,0
69,4,190,0,0,medium,0
92,5,191,0,0,medium,0
91,4,117,1,0,medium,0
85,4,200,0,0,medium,1
91,4,200,0,0,medium,1
79,4,145,0,0,medium,0
74,3,157,0,0,medium,0
73,3,166,0,0,medium,0
55,4,137,0,0,medium,0
79,5,200,1,0,medium,1
53,4,174,0,0,medium,0
70,3,200,0,0,medium,1
74,3,125,0,0,medium,0
95,4,200,0,0,medium,1
49,4,141,0,0,medium,0
79,5,146,1,0,high,0
99,3,166,0,0,low,0
56,4,197,0,0,medium,0
70,4,200,0,0,medium,1
93,4,200,0,0,medium,1
46,6,200,0,0,medium,1
24,5,200,0,0,medium,1
32,3,138,1,0,medium,1
50,4,200,1,0,medium,1
58,3,113,1,0,medium,0
83,4,200,0,0,medium,1
57,2,200,0,0,medium,1
51,5,161,0,0,low,1
65,2,200,1,0,low,1
52,3,200,0,0,low,1
77,3,145,0,0,low,0
42,3,200,0,0,low,1
68,4,200,0,0,low,1
83,4,187,1,0,low,1
66,3,166,0,0,high,0
75,3,158,1,0,low,0
65,4,200,0,0,high,0
49,3,191,1,0,high,0
77,3,200,1,0,low,1
65,3,198,0,0,low,1
65,5,200,0,0,high,0
44,2,157,0,0,low,1
61,4,134,0,0,medium,0
98,3,150,0,0,high,0
68,5,200,0,0,medium,1
58,3,200,0,0,medium,1
81,3,136,0,0,medium,0
76,4,136,0,0,medium,0
14,4,180,0,0,high,0
49,3,200,0,0,medium,1
97,5,156,0,0,medium,0
91,4,133,1,0,medium,0
15,2,96,0,0,high,0
82,3,171,0,0,medium,0
67,3,177,0,0,high,0
50,4,200,0,0,low,1
57,2,145,0,0,medium,0
99,5,200,0,0,medium,1
97,3,200,0,0,medium,1
93,5,200,0,0,medium,1
62,4,170,0,0,low,1
62,4,200,1,0,low,1
96,4,199,0,0,low,1
98,4,200,0,0,low,1
52,4,200,0,0,low,1
56,5,200,0,0,low,1
14,6,114,0,0,low,1
29,6,105,0,0,low,1
76,4,193,1,0,low,1
39,3,152,1,0,low,1
96,4,200,0,0,high,0
84,3,200,0,0,low,1
81,4,197,0,0,low,1
51,5,200,0,0,low,1
87,3,200,0,0,low,1
94,5,200,0,0,high,0
69,4,200,0,0,low,1
44,3,132,1,0,low,0
85,5,182,0,0,low,1
18,6,200,0,0,high,0
91,6,200,0,0,low,1
81,3,193,0,0,medium,0
82,5,143,1,0,high,0
48,3,180,0,0,medium,0
92,3,200,1,0,high,0
94,5,150,0,0,medium,0
100,3,182,0,0,medium,0
96,3,200,0,0,medium,1
24,3,200,1,0,medium,1
62,5,200,0,0,medium,1
55,4,200,0,0,medium,1
82,5,200,0,0,medium,1
62,4,200,0,0,medium,1
61,4,160,1,0,high,0
72,3,143,1,0,low,0
45,4,143,1,0,medium,0
51,3,162,0,0,medium,0
42,3,181,0,0,medium,0
69,3,200,0,0,medium,1
61,2,111,0,0,medium,0
50,5,177,0,0,medium,0
25,4,200,1,0,medium,1
88,4,135,0,0,medium,0
81,3,160,0,0,medium,0
75,3,178,0,0,high,0
77,3,147,0,0,low,0
55,3,200,0,0,low,1
70,5,151,0,0,low,1
96,3,200,0,0,high,0
18,6,200,0,0,low,1
22,6,142,0,0,low,1
95,3,158,0,0,low,0
37,2,139,0,0,high,0
84,3,200,0,0,low,1
80,3,160,0,0,low,0
57,2,173,0,0,low,1
98,3,169,0,0,low,0
95,3,161,0,0,low,0
80,4,172,1,0,low,1
52,3,200,0,0,low,1
31,2,139,0,0,medium,1
71,5,200,0,0,medium,1
71,3,200,0,0,medium,1
50,5,200,0,0,medium,1
95,2,129,0,0,medium,0
95,3,184,0,0,medium,0
65,4,200,0,0,medium,1
94,3,152,1,0,medium,0
72,4,142,0,0,medium,0
94,4,136,0,0,medium,0
79,4,200,0,0,medium,1
60,3,200,0,0,medium,1
62,4,163,0,0,high,0
94,4,200,0,0,low,1
24,4,200,0,0,medium,1
17,5,200,1,0,medium,1
66,4,200,0,0,medium,1
65,3,200,0,0,medium,1
51,2,186,0,0,low,1
41,4,199,0,0,low,1
98,3,200,0,0,low,1
96,5,200,0,0,low,1
55,4,136,0,0,low,1
99,4,155,0,0,low,1
51,4,200,0,0,low,1
74,3,200,0,0,low,1
81,5,200,0,0,low,1
51,3,180,0,0,low,1
53,5,200,1,0,low,1
67,6,107,1,0,low,1
68,2,167,0,0,low,0
69,3,137,0,0,low,0
71,4,200,0,0,low,1
64,3,200,0,0,low,1
62,3,148,1,0,low,0
81,4,200,1,0,low,1
84,4,179,0,0,low,1
100,3,181,0,0,low,1
72,5,184,1,0,low,1
57,3,200,0,0,medium,1
73,4,152,0,0,medium,0
91,4,133,0,0,medium,0
98,4,178,0,0,medium,0
58,4,173,0,0,medium,0
73,2,113,1,0,medium,0
96,3,200,0,0,medium,1
57,3,188,0,0,medium,0
77,3,200,0,0,medium,1
30,2,200,0,0,medium,1
85,3,200,0,0,medium,1
49,2,185,0,0,medium,0
77,4,200,0,0,high,0
100,4,184,0,0,low,1
85,3,157,0,0,medium,0
87,3,200,0,0,medium,1
90,3,200,1,0,medium,1
71,5,200,0,0,medium,1
59,5,162,0,0,low,1
85,3,200,1,0,low,1
72,4,200,0,0,low,1
73,3,165,0,0,low,0
90,3,200,0,0,low,1
59,4,177,0,0,low,1
52,3,133,0,0,low,0
85,4,159,0,0,low,1
35,3,130,0,0,low,1
70,3,185,0,0,low,1
58,3,182,0,0,low,1
89,2,200,0,0,low,1
54,3,200,0,0,low,1
55,4,200,0,0,low,1
77,5,190,0,0,low,1
55,4,200,1,0,low,1
60,3,200,0,0,low,1
75,4,185,0,0,low,1
57,3,176,0,0,low,1
69,4,200,0,0,low,1
87,4,200,1,0,low,1
69,5,200,1,0,medium,1
58,3,200,0,0,medium,1
87,2,148,1,0,medium,0
71,3,149,0,0,medium,0
74,4,200,0,0,medium,1
75,5,200,0,0,medium,1
50,2,200,1,0,medium,1
59,4,200,0,0,medium,1
81,3,200,0,0,medium,1
34,3,136,1,0,medium,1
53,5,158,0,0,medium,0
94,4,180,0,0,medium,0
76,5,133,0,0,high,0
20,5,199,0,0,low,1
97,3,169,1,0,medium,0
96,3,195,0,0,medium,0
81,5,200,0,0,medium,1
20,4,156,1,0,medium,1
53,3,125,1,0,low,0
75,3,171,0,0,low,1
55,4,199,0,0,low,1
58,5,187,0,0,low,1
99,4,200,0,0,low,1
96,4,200,0,0,low,1
82,3,200,0,0,low,1
88,4,200,1,0,low,1
78,4,200,0,0,low,1
46,6,101,0,0,low,1
88,3,200,0,0,low,1
91,3,200,1,0,low,1
60,4,200,0,0,low,1
82,3,200,0,0,low,1
67,4,200,0,0,low,1
55,3,200,0,0,low,1
73,5,186,0,0,low,1
59,4,200,0,0,low,1
40,6,172,1,0,low,1
56,3,200,0,0,low,1
87,4,175,1,0,low,1
50,5,200,0,0,medium,1
98,4,200,0,0,medium,1
71,4,131,0,0,medium,0
72,4,200,0,0,medium,1
50,4,200,0,0,medium,1
89,3,200,0,0,medium,1
56,3,200,1,0,medium,1
32,4,167,0,0,medium,1
96,5,200,0,0,medium,1
67,4,156,0,0,medium,0
26,3,200,0,0,medium,1
51,5,193,0,0,medium,0
16,4,196,0,0,high,0
77,5,200,0,0,low,1
67,2,152,0,0,medium,0
36,4,200,0,0,medium,1
69,3,200,1,0,medium,1
72,3,200,0,0,medium,1
72,4,144,0,0,low,1
88,4,200,0,0,low,1
91,2,200,0,0,low,1
96,4,170,1,0,low,1
49,3,200,0,0,low,1
59,5,200,0,0,low,1
80,4,200,0,0,low,1
91,4,200,0,0,low,1
18,4,200,0,0,low,1
94,5,200,0,0,low,1
44,3,147,0,0,low,0
96,2,200,0,0,low,1
55,4,162,0,0,low,1
99,4,200,0,0,low,1
75,3,200,0,0,low,1
66,4,200,0,0,low,1
96,3,200,0,0,low,1
60,6,200,0,0,low,1
64,4,159,0,0,medium,0
85,4,200,0,0,medium,1
30,3,200,0,0,medium,1
74,4,200,1,0,medium,1
14,5,200,0,0,medium,1
93,3,200,0,0,medium,1
75,3,200,0,0,medium,1
58,4,171,0,0,medium,0
59,3,149,0,0,medium,0
20,5,200,0,0,medium,1
100,3,200,0,0,medium,1
51,3,200,0,0,medium,1
16,4,192,0,0,high,0
77,5,200,0,0,low,1
61,2,149,0,0,medium,0
73,3,200,0,0,medium,1
52,4,193,0,0,medium,0
13,4,200,0,0,medium,1
73,3,181,0,0,low,1
39,2,137,1,0,low,1
92,3,200,0,0,low,1
34,5,137,0,0,low,1
94,4,200,1,0,low,1
82,4,168,0,0,low,1
26,4,180,1,0,low,1
78,4,177,0,0,low,1
61,4,191,0,0,low,1
50,3,191,1,0,low,1
52,4,125,0,0,low,1
89,4,152,0,0,low,1
85,4,174,0,0,low,1
62,4,135,0,0,low,1
38,2,117,0,0,low,1
55,2,180,1,0,low,1
83,4,146,0,0,low,1
62,3,200,0,0,low,1
60,3,136,1,0,low,0
62,4,198,1,0,low,1
23,5,200,0,0,low,1
13,6,132,1,0,medium,1
96,4,142,0,0,medium,0
50,5,200,1,0,medium,1
66,3,135,0,0,medium,0
61,4,200,0,0,medium,1
45,5,200,0,0,medium,1
50,4,200,1,0,medium,1
75,3,200,0,0,medium,1
88,4,162,0,0,medium,0
49,5,200,0,0,medium,1
82,5,200,0,0,medium,1
92,4,135,0,0,medium,0
40,5,99,1,0,high,0
36,4,166,0,0,low,1
80,5,187,1,0,medium,0
68,4,134,0,0,medium,0
54,4,137,1,0,medium,0
73,3,175,0,0,medium,0
64,5,188,0,0,low,1
12,5,161,0,0,low,1
60,4,145,0,0,low,1
36,4,111,0,0,low,1
63,3,176,0,0,low,1
67,2,192,0,0,low,1
83,3,179,1,0,low,1
48,4,200,0,0,low,1
89,4,200,0,0,low,1
71,3,200,0,0,low,1
31,4,138,0,0,low,1
89,5,168,0,0,low,1
38,2,120,0,0,low,1
88,3,179,0,0,low,1
64,3,200,0,0,low,1
65,4,200,1,0,low,1
65,4,192,0,0,low,1
54,4,200,0,0,low,1
69,4,200,0,0,low,1
77,2,200,0,0,low,1
28,3,184,0,0,low,1
33,6,200,0,0,medium,1
83,4,198,0,0,medium,0
89,3,200,0,0,medium,1
76,5,200,0,0,medium,1
83,5,200,0,0,medium,1
57,4,152,0,0,medium,0
61,2,200,0,0,medium,1
96,2,200,1,0,medium,1
17,4,200,0,0,medium,1
61,4,121,0,0,medium,0
73,5,199,0,0,medium,0
30,3,175,0,0,medium,1
42,2,115,0,0,high,0
65,3,194,1,0,low,1
17,2,119,0,0,medium,1
12,5,162,1,0,medium,1
70,5,200,0,0,medium,1
87,3,179,0,0,medium,0
43,5,200,0,0,low,1
84,3,200,0,0,low,1
94,3,160,0,0,low,0
89,4,133,0,0,low,1
69,5,200,0,0,low,1
18,4,160,0,0,low,1
98,3,200,0,0,low,1
30,5,200,0,0,low,1
51,3,200,0,0,medium,1
76,3,200,0,0,medium,1
67,4,200,0,0,medium,1
12,4,200,0,0,medium,1
42,5,200,0,0,medium,1
69,3,153,0,0,medium,0
63,3,144,0,0,medium,0
66,2,159,1,0,medium,0
50,3,200,0,0,medium,1
67,5,148,1,0,medium,0
59,4,200,0,0,medium,1
75,2,200,1,0,medium,1
88,5,189,0,0,medium,0
99,3,200,0,0,medium,1
44,2,199,0,0,medium,0
65,4,200,0,0,medium,1
88,3,184,0,0,medium,0
58,2,200,0,0,medium,1
99,4,181,0,0,medium,0
76,3,200,0,0,medium,1
14,5,172,0,0,medium,1
57,3,164,0,0,medium,0
52,3,138,1,0,medium,0
71,5,200,0,0,medium,1
27,5,200,0,0,medium,1
49,3,200,0,0,high,0
59,3,199,0,0,high,0
24,6,200,0,0,high,0
18,6,200,0,0,high,0
73,5,134,0,0,high,0
78,6,111,0,0,high,0
94,5,142,1,0,high,0
86,3,200,0,0,high,0
97,4,139,0,0,high,0
49,3,145,0,0,high,0
82,4,149,0,0,high,0
86,4,147,1,0,high,0
30,3,193,1,0,low,1
70,4,200,0,0,low,1
80,5,200,0,0,low,1
36,2,200,0,0,low,1
40,3,165,0,0,low,1
80,4,175,0,0,low,1
98,4,140,0,0,low,1
92,3,149,0,0,low,0
68,3,200,0,0,low,1
100,3,200,0,0,low,1
80,3,200,0,0,low,1
85,4,200,0,0,low,1
69,3,139,0,0,low,0
57,4,200,0,0,low,1
33,2,173,0,0,low,1
19,6,178,1,0,medium,1
50,3,160,0,0,medium,0
52,3,200,0,0,medium,1
13,6,188,0,0,medium,1
18,4,200,0,0,medium,1
86,4,200,0,0,medium,1
86,4,165,0,0,medium,0
16,6,200,0,0,medium,1
43,2,200,1,0,medium,1
79,3,200,1,0,medium,1
51,4,133,0,0,medium,0
83,5,200,1,0,medium,1
61,3,114,0,0,high,0
65,3,168,0,0,high,0
95,4,200,0,0,high,0
63,5,189,0,0,high,0
72,3,200,1,0,high,0
80,3,176,0,0,high,0
70,4,150,0,0,high,0
45,5,97,1,0,high,0
64,4,200,0,0,low,1
94,4,200,0,0,low,1
57,4,164,0,0,low,1
35,4,142,0,0,low,1
75,2,200,0,0,low,1
70,5,182,0,0,low,1
70,2,200,0,0,low,1
61,3,191,0,0,low,1
78,4,178,0,0,medium,0
97,4,200,0,0,medium,1
51,3,200,0,0,medium,1
56,5,200,0,0,medium,1
87,3,200,0,0,medium,1
64,5,200,0,0,medium,1
60,2,200,1,0,medium,1
90,2,150,0,0,medium,0
54,2,141,0,0,medium,0
23,5,139,0,0,medium,1
80,3,199,1,0,medium,0
23,4,154,1,0,medium,1
81,3,200,0,0,medium,1
35,5,200,0,0,medium,1
67,4,137,0,0,medium,0
46,4,119,0,0,medium,0
84,4,134,1,0,medium,0
92,3,200,0,0,medium,1
75,5,200,0,0,medium,1
70,4,200,0,0,medium,1
70,4,200,0,0,medium,1
90,6,200,0,0,medium,1
80,3,177,0,0,medium,0
50,5,200,0,0,high,0
84,4,200,0,0,low,1
48,3,185,1,0,medium,0
98,5,151,0,0,medium,0
64,3,109,0,0,medium,0
58,4,192,0,0,medium,0
66,4,139,0,0,medium,0
76,4,191,0,0,medium,0
32,6,114,0,0,medium,1
49,3,200,0,0,medium,1
81,3,162,0,0,medium,0
42,5,191,0,0,medium,0
17,3,200,0,0,low,1
49,4,200,0,0,low,1
34,6,200,0,0,low,1
86,3,200,0,0,low,1
51,4,200,1,0,low,1
49,4,200,1,0,low,1
49,3,175,0,0,low,1
51,3,200,0,0,high,0
64,3,166,0,0,low,0
62,4,200,0,0,high,0
81,4,200,0,0,high,0
95,2,200,0,0,low,1
88,4,200,1,0,low,1
87,5,200,0,0,high,0
73,5,133,0,0,low,1
98,2,200,0,0,medium,1
77,3,200,0,0,high,0
76,3,166,0,0,medium,0
21,4,189,1,0,medium,1
72,4,200,0,0,medium,1
41,2,121,0,0,medium,0
90,3,149,0,0,high,0
96,5,198,0,0,medium,0
61,4,163,0,0,medium,0
60,4,200,0,0,medium,1
50,2,107,0,0,high,0
79,4,162,0,0,medium,0
32,6,192,0,0,high,0
85,5,200,0,0,low,1
90,5,200,0,0,medium,1
74,4,167,0,0,medium,0
21,6,200,1,0,medium,1
91,3,200,0,0,medium,1
90,5,137,0,0,low,1
74,4,193,0,0,low,1
